id;titulo;categoria;dificuldade;tempo_total;calorias;rating;ingredientes;passos;criterios;imagem
729;Bolo de nozes com geléia de damasco;Sobremesa;Muito Fácil;1 h 5 m;1179 Kcal;4.8;04 ovos | 02 xícaras de açúcar | 03 xícaras de farinha de trigo | 250 ml leite morno (em média) | 05 colheres de sopa de óleo | 100 g de nozes trituradas | 01 colher de sopa de fermento em pó;Bata os ovos e o açúcar até dobrar de volume e ficar bem clarinho, acrescente uma a uma, as colheres de óleo, depois vá alternando a farinha e leite, acrescente as nozes trituras e por ultimo o fermento, leve ao forno pré aquecido 140º até ficar coradinho ou faça o teste do palitinho. | Deixe esfriarDesenforme o bolo e corte em três partes iguais. Reserve. | Recheio: Misture todos os ingredientes em uma panela e leve ao fogo até engrossar, reserve, cubra com um paninho ou plástico deixando um frestinha para q não transpire e pingue a água no recheio. | Geléia de damasco: Deixe o damasco de um dia para o outro na água para hidratar. | Leve ao fogo o damasco com a água, adicione o açúcar mexendo sempre até virar uma geléia. | Calda para molhar o bolo: Na panelinha que fez a geléia ferva ½ litro de água + ou - com canela, cravo e 01 colher de açúcar. | Montagem: Monto em aro, mais se não tiver é só montar na forma(forre com plástico para que fique mais fácil de virar) Bolo (o primeiro não molhe) Geléia Bolo (molhe) Recheio de nozes Bolo (molhe) | Leve a geladeira por umas 2 horas, tire do aro ou da forma e decore a gosto Eu uso Chantilly fios de ovos e nozes;Vegetariano;https://pt.petitchef.com/imgupl/recipe/bolo-de-nozes-com-geleia-de-damasco--322891p525268.webp
730;Churros crocantes;Sobremesa;Médio;34 min;185 Kcal;4.28;250 ml de água | 60 gr de manteiga | 1 col. chá de sal | 225 gr de farinha de trigo | 2 ovos | açúcar | óleo para fritar;No tacho/panela, coloque a água, a manteiga e o sal. Quando a manteiga derreter e que a mistura começar a ferver, verta/despeje toda a farinha de uma só vez. | Misture energeticamente, até a massa se desgrude. Continue misturando (serve para secar a massa). | Tire o tacho/panela do fogo/lume. Junte os ovos, um a um, misturando energeticamente cada vez que colocou o ovo. (ou seja, coloque 1 ovo, mexa, segunda ovo, mexa).Essa técnica serve para deixar a massa bem elástica. | Coloque a massa no aparelho de churros. Aperte para que saia cada churro e corte com a tesoura no tamanho desejado. Faça os churros acima da fritadeira com óleo quente (180°C). Frite por 4 minutos.Veja foto. | Passe cada churros no açúcar. | Escolha seu recheio: doce de leite, chocolate, nutella, geleia....;Vegetariano;https://pt.petitchef.com/imgupl/recipe/churros-crocantes--454553p705104.webp
731;Pão de ló, bolo genovês;Sobremesa;Muito Fácil;50 min;120 Kcal;4.59;4 ovos | 120 gr de açúcar | 120 gr de farinha de trigo | 1 pitada de sal | 1 colher de chá de extrato de baunilha;Em uma vasilha, coloque os ovos, sal, o extrato de baunilha e metade do açúcar. | Na batedeira: Bata na velocidade máxima por 5 minutos. A massa deverá crescer e engrossar. Junte agora a outra metade do açúcar e bate novamente entre 1 e 2 minutos. | Junte a farinha peneirada e mexa delicadamente a massa com ajuda de uma espátula. | Despeje a massa numa forma untada e asse no forno por 30 minutos a 180°C. | Bolo genovês prontinho e saindo do forno :D;Vegetariano | Sem lactose;https://pt.petitchef.com/imgupl/recipe/pao-de-lo-bolo-genoves--453094p701794.webp
732;Tarte (torta) de limão fácil e cremosa;Sobremesa;Muito Fácil;45 min;316 Kcal;4.36;1 massa sablée | 2 limões inteiros (bio) | 4 ovos | 100 gr de açúcar | 20 gr de maizena | 70 gr de manteiga;Coloque a massa sablé na forma redonda e deixe cozer 25 minutes à 180°C. | Faça as raspas e o sumo/suco de limão e coloque-os na panela a fogo médio. | Em uma tigela, bata os ovos com o açúcar e em seguida coloque a maizena. Misture bem. | Junte esta mistura com o sumo do limão quente. Continue mexendo em fogo médio até engrossar. | Tire do fogo e junte a manteiga. Misture bem. Coloque em uma tigela e cubra com papel filme para evitar que se forme uma pele. Deixe esfriar o creme em temperatura ambiente. | Quando a massa e o creme estiverem esfriados, coloque o creme sobre a massa, distribuindo e deixando bem lisinho. | Tarte de limão está prontíssima !;Vegetariano;https://pt.petitchef.com/imgupl/recipe/tarte-torta-de-limao-facil-e-cremosa--453041p701675.webp
733;Mousse de manga sem leite condensado: leve e refrescante;Sobremesa;Muito Fácil;20 min;384 Kcal;4.44;2 mangas maduras | 2 folhas de gelatina transparente (1 col. chá, em média) | 200 ml de natas (creme de leite) 30% MG muito frias | 50 g de açúcar;Faça um puré com as mangas: Retire a polpa das mangas, coloque numa batedeira / misturadora e bata até virar puré. | Pode eventualmente passar por um coador / peneira para ter uma textura mais lisa. | Coloque um pouquinho de natas / creme de leite numa taça e leve ao microondas para aquecer. Derreta as folhas de gelatina em água fria e junte-as às natas quentes. Juntar esta mistura ao puré de manga. | Faça o Chantilly: Bater as natas / creme de leite em castelo / em neve, e junte o açúcar pouco a pouco. (As natas / creme de leite, deve estar muito frio e ter 30% de MG - Matéria Gorda). | Por fim, misture delicadamente o puré ao chantilly. | Coloque em taças individuais e deixe pelo menos 4 horas ao frio (frigorífico/geladeira) antes de servir. | Pronto !;Sem glúten | Sem ovo;https://pt.petitchef.com/imgupl/recipe/mousse-de-manga-sem-leite-condensado-leve-e-refrescante--449834p695324.webp
734;Tarte/torta de amêndoas e pera, a famosa bourdaloue;Sobremesa;Muito Fácil;55 min;336 Kcal;4.69;1 rolo massa sablée | 100 gr de manteiga amolecida | 100 gr de açúcar | 100 gr de amêndoas em pó | 2 ovos | 400 gr de pera em calda | amêndoas laminadas;Abra a massa e coloque-a sobre a forma. Faça furos com a ajuda de um garfo. | Em uma vasilha, misture a manteiga amolecida com o açúcar. Em seguida junte os ovos e mexa bem. Por último as amêndoas e pó e misture novamente. | Despeje agora esse creme por cima da massa , deixando a superfície lisa (com a ajuda de uma espátula) | Corte cada pera ao meio (sentido horizontal) e coloque-as por cima do creme. | Jogue agora por cima as amêndoas laminadas. | Leve ao forno por 30 minutos a 180°C. | Tarte/Torta prontinha a ser devorada!;Vegetariano;https://pt.petitchef.com/imgupl/recipe/tartetorta-de-amendoas-e-pera-a-famosa-bourdaloue--453481p702603.webp
735;Tarte de mirtilos e creme pasteleiro;Sobremesa;Médio;40 min;382 Kcal;4.19;1 rolo de massa folhada | 200 - 250 g de mirtilos | 3 gemas | 100 g de açúcar | 1 pau de baunilha | 400 ml de leite | 40 g de farinha Maizena | Um pouco de manteiga (20 g mais ou menos);Pôr a massa folhada sobre um molde e furar a base com a ajuda de um garfo. Pôr no forno de 15 a 20 minutos a 200°C (ou até que doure). | Num tacho, aquecer a fogo médio o leite e a baunilha, sem deixar ferver. | Num recipiente, misturar as gemas + açúcar + Maizena. | Apagar o leite do fogo/lume. Escorrer e tirar o pau de baunilha. Verter metade do leite na mistura das gemas e açucar. Misturar bem e verter no tacho, sobre a outra metade do leite. Acender de novo o fogo / lume e mexer o todo até que fique espesso. Juntar a manteiga e misturar. | Uma vez a mistura bem espessa (não demasiado) verter sobre a massa folhada já passada ao forno. | Pôr os mirtilos sobre o creme pasteleiro. Deixar repousar a temperatura ambiente até que a tarte esfrie. Depois colocar no frio durante 20 minutos antes de servir. E já está !;Vegetariano;https://pt.petitchef.com/imgupl/recipe/tarte-de-mirtilos-e-creme-pasteleiro--312848p510005.webp
736;Mini folhado coração de chocolate;Sobremesa;Muito Fácil;20 min;603 Kcal;4.34;1 massa folhada (retangular se conseguir) | Chocolate para barrar;Se a sua massa folhada for redonda, corte de modo a que fique quadrada. Se já for retangular, passe esta etapa. | Espalhe o chocolate por cima da massa. | Enrole a massa sobre ela mesma até metade. E faça o mesmo para o outro lado. | Coloque no frio durante 30 minutos ou no congelador / freezer durante 15. É importante que a massa esteja fria para facilitar o corte depois. | Corte em discos de 1 cm de largura mais ou menos. | Pressione a parte inferior de cada disco por forma a fazer um coração. | Disponha os mini corações sobre uma placa de ir ao forno, coberta de papel de forno, e leve ao forno 10 minutos a 180ºC. | Deixe arrefecer e está pronto.;Vegetariano;https://pt.petitchef.com/imgupl/recipe/mini-folhado-coracao-de-chocolate--441523p729960.webp
737;Bolo de ananás/abacaxi;Sobremesa;Muito Fácil;1 h 5 m;330 Kcal;4.59;1 lata de ananás/ abacaxi em calda | 140 gr de manteiga | 150 gr de açúcar | 5 ovos | 200 gr de farinha de trigo | 2 col. chá fermento | caramelo (veja também receita como fazer caramelo caseiro) | 7 (a 9 )cerejas (opcional);Verta/despeje o caramelo na forma untada. Coloque em seguida, as rodelas de abacaxi. | Para enfeitar, coloque também em cada buraco da rodela de ananás/abacaxi, uma cereja (opcional) | Na tigela da batedeira, bata a manteiga e o açúcar até formar um creme consistente. Em seguida, junte os ovos e misture novamente. | Coloque a farinha e o fermento. Bata. | Verta/despeje essa massa na forma. | Leve ao forno por 45 minutos a 180°C. | Bolo de ananás/abacaxi deliciosamente pronto.;;https://pt.petitchef.com/imgupl/recipe/bolo-de-ananasabacaxi--454339p704444.webp
738;Flan pasteleiro;Sobremesa;Muito Fácil;1 hora;304 Kcal;4.32;1 massa folhada | 1 litro de leite | 1 vagem de baunilha | 3 ovos | 160 g de açúcar | 120 g de farinha Maizena;Colocar o leite a aquecer, juntando a vagem de baunilha partida em dois. | Enquanto isso, misture os ovos, o açúcar e a farinha Maizena, para obter uma massa cremosa. | Quando o leite ferver, juntá-lo à preparação anterior. | Colocar tudo em fogo/lume médio, e misturar constantemente por cerca de 15 minutos, até a mistura ficar espessa. | Esticar a massa folhada sobre uma forma de tarte, e verter a preparação dentro. | Levar ao forno por 45 minutos a 180°C. | Pronto !;Vegetariano;https://pt.petitchef.com/imgupl/recipe/flan-pasteleiro--450141p695846.webp
739;Panquecas com pepitas de chocolate;Sobremesa;Muito Fácil;20 min;262 Kcal;4.48;2 ovos | 200 ml de leite | 250 g de farinha | 20 g de açúcar | 50 g de pepitas de chocolate | 20 g de manteiga | 1 colher de café de essência de baunilha | 1 pitada de sal | 1 colher de café de levedura;Bater os ovos | Juntar a baunilha + açúcar + manteiga e bater de novo. | Incorporar a farinha + sal + levedura, e misturar. | Juntar o leite e voltar a bater até obter uma mistura cremosa. | Juntar à mistura as pepitas de chocolate e misturar com uma espátula. | Pôr uma colher de massa numa frigideira, a fogo médio. | Quando a massa começar a fazer bolhas, significa que está dourado por baixo, então vire a massa e doure o outro lado. | Fazer o mesmo processo até a massa acabar. E já está ! | Pode acompanhar com morangos, chantilly, creme, etc...;Vegetariano;https://pt.petitchef.com/imgupl/recipe/panquecas-com-pepitas-de-chocolate--308098p503020.webp
740;Cookies assados na air fryer em 6 minutos;Sobremesa;Muito Fácil;Cookies assados na air fryer em 6 minutos;177 Kcal;4.19;125 gr de manteiga meio sal (ponto pomada) | 75 gr de açúcar moreno | 25 gr de açúcar refinado | 1 ovo | 1 col. chá essência baunilha | 250 gr de farinha de trigo | 5 gr de fermento químico (1/2 sachet ou 1. col. chá) | 1 pitada de bicarbonato de sódio (alimentar) | 1 pitada de flor de sal | 100 gr de pepitas (gotas) de chocolate;Na tigela, coloque os açúcares (moreno e branco) e a manteiga em ponto pomada. Misture até formar uma pasta. | Acrescente o ovo e a baunilha. Misture novamente. *Na foto ao lado, temos 2 ovos pois dobramos a receita e dividimos para ser assada na Air Fryer e também no forno. Por isso vemos 2 ovos mas a receita é mesmo 1 ovo. | Em seguida, junte a farinha, a flor de sal, o fermento e o bicarbonato. Misture até a massa ficar compacta. | Por último, as pepitas (gotas) de chocolate. Deixe homogêneo. | Forre o cesto da Air Fryer com o papel manteiga e coloque bolinhas da massa de cookies que precisarão ser achatadas. * Lembre-se de espaçar os cookies! | Programe por 6 minutos a 180°C no modo Bake, do inglês: Assar. | Está pronto. Regale-se a qualquer hora!;Vegetariano;https://pt.petitchef.com/imgupl/recipe/cookies-assados-na-air-fryer-em-6-minutos--467997p748227.webp
741;Crepes sem glúten e sem lactose;Sobremesa;Muito Fácil;30 min;234 Kcal;4.41;250 g de farinha de arroz | 500 ml de leite de amêndoas | 3 ovos | 1 colher de sobremesa de extrato de baunilha;Coloque a farinha + os ovos num recipiente. Misture muito bem, com colher de pau, batedor eletrico ou varinha de arames. | Junte pouco a pouco o leite de amêndoas à farinha e ovos, sempre batendo. | Junte a baunilha por último, misture e deixe repousar a massa no frio de 1 a 2 horas. | Numa frigideira, untada de manteiga, verta uma colher de massa e deixe dourar a fogo médio. Vire do avesso e deixe dourar igualmente. Faça o mesmo até a massa terminar. | Por último, polvilhe açúcar em pó / de confeiteiro. E recheie com mel, doce, geleia, ...;Sem glúten | Vegetariano | Sem lactose;https://pt.petitchef.com/imgupl/recipe/crepes-sem-gluten-e-sem-lactose--438839p679111.webp
742;Maçã do amor do petitchef;Sobremesa;Muito Fácil;10 min;279 Kcal;4.48;2 maçãs (de preferência biológicas) | 100 g de açúcar | um pouco de água | corante alimentar vermelho | espetos de madeira;Depois de lavar muito bem as maçãs, espetar um espeto em cada uma delas. | Numa panela, em fogo alto, juntar o açúcar, um pouco de água e algumas gotas de corante. Quando o açúcar começar a ficar em caramelo, desligue. Ele não deve ficar duro. | Passar rapidamente as maçãs pelo caramelo, de modo a que fiquem completamente cobertas. Deixar repousar sobre papel vegetal / manteiga. Caso o caramelo começar a ficar duro, leve novamente ao lume. | Quando frias, estarão prontinhas a degustar !;;https://pt.petitchef.com/imgupl/recipe/maca-do-amor-do-petitchef--450148p695868.webp
743;Bolo de amêndoas super fofinho;Sobremesa;Muito Fácil;35 min;386 Kcal;4.04;3 ovos | 100 gr de açúcar | 150 gr de farinha amêndoas (amêndoas em pó) | 1 col. chá extrato de amêndoa amarga | 75 gr de manteiga | 25 gr amêndoas laminadas;Pré-aqueça o forno a 180°C. Numa tigela, bata os ovos e o açúcar até clarear. Em seguida, junte a farinha de amêndoa e o extrato. Misture. Acrescente a manteiga derretida. Deixe a massa homogênea. | Coloque a massa na forma já untada. | Por cima, espalhe as amêndoas laminadas. | Leve ao forno por 30 minutos a 180°C. | Está pronto. Se preferir, antes de servir, polvilhe com açúcar confeiteiro.;Sem glúten | Vegetariano;https://pt.petitchef.com/imgupl/recipe/bolo-de-amendoas-super-fofinho--466874p744250.webp
744;Bolo de mascarpone (fácil);Sobremesa;Muito Fácil;55 min;129 Kcal;4.64;150 gr de mascarpone | 120 gr de açúcar | extrato de baunilha | 3 ovos | 150 gr de farinha | 2 col. chá de fermento químico | 1 pitada de sal;Numa tigela, misture o mascarpone e o açúcar. Junte os ovos e o extrato de baunilha. Misture bem. | Em seguida, junte a farinha, o fermento e o sal. Misture novamente. | Verta/despeje a massa na forma já untada. | Leve ao forno pré-aquecido por 40 minutos a 180°C. | Simples, não acha? O bolo já está pronto!;Vegetariano;https://pt.petitchef.com/imgupl/recipe/bolo-de-mascarpone-facil--455677p707951.webp
